,hb,year,month,day,hour
1069,8,2020,2,14,13
1070,7,2020,2,14,14
1071,7,2020,2,14,15
1072,7,2020,2,14,16
1073,7,2020,2,14,17
1074,8,2020,2,14,18
1075,7,2020,2,14,19
1076,7,2020,2,14,20
1077,6,2020,2,14,21
1078,7,2020,2,14,22
1079,7,2020,2,14,23
1080,7,2020,2,15,0
1081,8,2020,2,15,1
1082,6,2020,2,15,2
1083,7,2020,2,15,3
1084,7,2020,2,15,4
1085,8,2020,2,15,5
1086,7,2020,2,15,6
1087,8,2020,2,15,7
1088,6,2020,2,15,8
1089,7,2020,2,15,9
1090,7,2020,2,15,10
1091,7,2020,2,15,11
1092,6,2020,2,15,12
1093,8,2020,2,15,13
1094,7,2020,2,15,14
1095,8,2020,2,15,15
1096,7,2020,2,15,16
1097,8,2020,2,15,17
1098,7,2020,2,15,18
1099,7,2020,2,15,19
1100,7,2020,2,15,20
1101,7,2020,2,15,21
1102,6,2020,2,15,22
1103,6,2020,2,15,23
1104,6,2020,2,16,0
1105,7,2020,2,16,1
1106,7,2020,2,16,2
1107,6,2020,2,16,3
1108,7,2020,2,16,4
1109,7,2020,2,16,5
1110,7,2020,2,16,6
1111,7,2020,2,16,7
1112,7,2020,2,16,8
1113,7,2020,2,16,9
1114,7,2020,2,16,10
1115,8,2020,2,16,11
1116,7,2020,2,16,12
1117,6,2020,2,16,13
1118,6,2020,2,16,14
1119,7,2020,2,16,15
1120,7,2020,2,16,16
1121,7,2020,2,16,17
1122,7,2020,2,16,18
1123,7,2020,2,16,19
1124,7,2020,2,16,20
1125,7,2020,2,16,21
1126,8,2020,2,16,22
1127,7,2020,2,16,23
1128,7,2020,2,17,0
1129,6,2020,2,17,1
1130,7,2020,2,17,2
1131,8,2020,2,17,3
1132,7,2020,2,17,4
1133,7,2020,2,17,5
1134,7,2020,2,17,6
1135,7,2020,2,17,7
1136,7,2020,2,17,8
1137,7,2020,2,17,9
1138,6,2020,2,17,10
1139,7,2020,2,17,11
1140,8,2020,2,17,12
1141,7,2020,2,17,13
1142,7,2020,2,17,14
1143,7,2020,2,17,15
1144,7,2020,2,17,16
1145,7,2020,2,17,17
1146,7,2020,2,17,18
1147,8,2020,2,17,19
1148,7,2020,2,17,20
1149,7,2020,2,17,21
1150,7,2020,2,17,22
1151,6,2020,2,17,23
1152,7,2020,2,18,0
1153,7,2020,2,18,1
1154,7,2020,2,18,2
1155,7,2020,2,18,3
1156,7,2020,2,18,4
1157,7,2020,2,18,5
1158,7,2020,2,18,6
1159,8,2020,2,18,7
1160,8,2020,2,18,8
1161,6,2020,2,18,9
1162,6,2020,2,18,10
1163,7,2020,2,18,11
1164,7,2020,2,18,12
1165,7,2020,2,18,13
1166,7,2020,2,18,14
1167,7,2020,2,18,15
1168,7,2020,2,18,16
1169,8,2020,2,18,17
1170,7,2020,2,18,18
1171,7,2020,2,18,19
1172,7,2020,2,18,20
1173,7,2020,2,18,21
1174,6,2020,2,18,22
1175,7,2020,2,18,23
1176,8,2020,2,19,0
1177,7,2020,2,19,1
1178,7,2020,2,19,2
1179,6,2020,2,19,3
1180,7,2020,2,19,4
1181,7,2020,2,19,5
1182,6,2020,2,19,6
1183,7,2020,2,19,7
1184,7,2020,2,19,8
1185,7,2020,2,19,9
1186,7,2020,2,19,10
1187,6,2020,2,19,11
1188,7,2020,2,19,12
1189,7,2020,2,19,13
1190,7,2020,2,19,14
1191,8,2020,2,19,15
1192,7,2020,2,19,16
1193,7,2020,2,19,17
1194,6,2020,2,19,18
1195,7,2020,2,19,19
1196,8,2020,2,19,20
1197,7,2020,2,19,21
1198,8,2020,2,19,22
1199,7,2020,2,19,23
1200,7,2020,2,20,0
1201,7,2020,2,20,1
1202,7,2020,2,20,2
1203,7,2020,2,20,3
1204,7,2020,2,20,4
1205,6,2020,2,20,5
1206,7,2020,2,20,6
1207,6,2020,2,20,7
1208,7,2020,2,20,8
1209,7,2020,2,20,9
1210,6,2020,2,20,10
1211,7,2020,2,20,11
1212,7,2020,2,20,12
1213,7,2020,2,20,13
1214,7,2020,2,20,14
1215,6,2020,2,20,15
1216,7,2020,2,20,16
1217,7,2020,2,20,17
1218,7,2020,2,20,18
1219,7,2020,2,20,19
1220,7,2020,2,20,20
1221,6,2020,2,20,21
1222,8,2020,2,20,22
1223,7,2020,2,20,23
1224,7,2020,2,21,0
1225,7,2020,2,21,1
1226,7,2020,2,21,2
1227,7,2020,2,21,3
1228,7,2020,2,21,4
1229,8,2020,2,21,5
1230,7,2020,2,21,6
1231,6,2020,2,21,7
1232,6,2020,2,21,8
1233,7,2020,2,21,9
1234,7,2020,2,21,10
1235,7,2020,2,21,11
1236,7,2020,2,21,12
1237,7,2020,2,21,13
1238,7,2020,2,21,14
1239,7,2020,2,21,15
1240,7,2020,2,21,16
1241,7,2020,2,21,17
1242,7,2020,2,21,18
1243,7,2020,2,21,19
1244,7,2020,2,21,20
1245,8,2020,2,21,21
1246,7,2020,2,21,22
1247,7,2020,2,21,23
1248,7,2020,2,22,0
1249,7,2020,2,22,1
1250,7,2020,2,22,2
1251,7,2020,2,22,3
1252,6,2020,2,22,4
1253,7,2020,2,22,5
1254,7,2020,2,22,6
1255,7,2020,2,22,7
1256,7,2020,2,22,8
1257,8,2020,2,22,9
1258,7,2020,2,22,10
1259,7,2020,2,22,11
1260,6,2020,2,22,12
1261,6,2020,2,22,13
1262,7,2020,2,22,14
1263,7,2020,2,22,15
1264,7,2020,2,22,16
1265,6,2020,2,22,17
1266,7,2020,2,22,18
1267,7,2020,2,22,19
1268,7,2020,2,22,20
1269,7,2020,2,22,21
1270,6,2020,2,22,22
1271,7,2020,2,22,23
1272,6,2020,2,23,0
1273,7,2020,2,23,1
1274,7,2020,2,23,2
1275,7,2020,2,23,3
1276,7,2020,2,23,4
1277,7,2020,2,23,5
1278,7,2020,2,23,6
1279,7,2020,2,23,7
1280,6,2020,2,23,8
1281,6,2020,2,23,9
1282,7,2020,2,23,10
1283,7,2020,2,23,11
1284,7,2020,2,23,12
1285,7,2020,2,23,13
1286,7,2020,2,23,14
1287,7,2020,2,23,15
1288,7,2020,2,23,16
1289,7,2020,2,23,17
1290,7,2020,2,23,18
1291,7,2020,2,23,19
1292,7,2020,2,23,20
1293,7,2020,2,23,21
1294,7,2020,2,23,22
1295,6,2020,2,23,23
1296,7,2020,2,24,0
1297,7,2020,2,24,1
1298,8,2020,2,24,2
1299,7,2020,2,24,3
1300,7,2020,2,24,4
1301,7,2020,2,24,5
1302,7,2020,2,24,6
1303,7,2020,2,24,7
1304,8,2020,2,24,8
1305,7,2020,2,24,9
1306,6,2020,2,24,10
1307,7,2020,2,24,11
1308,7,2020,2,24,12
1309,7,2020,2,24,13
1310,7,2020,2,24,14
1311,7,2020,2,24,15
1312,8,2020,2,24,16
1313,7,2020,2,24,17
1314,7,2020,2,24,18
1315,6,2020,2,24,19
1316,7,2020,2,24,20
1317,7,2020,2,24,21
1318,6,2020,2,24,22
1319,7,2020,2,24,23
1320,6,2020,2,25,0
1321,8,2020,2,25,1
1322,7,2020,2,25,2
1323,7,2020,2,25,3
1324,7,2020,2,25,4
1325,7,2020,2,25,5
1326,7,2020,2,25,6
1327,6,2020,2,25,7
1328,7,2020,2,25,8
1329,7,2020,2,25,9
1330,7,2020,2,25,10
1331,7,2020,2,25,11
1332,8,2020,2,25,12
1333,6,2020,2,25,13
1334,7,2020,2,25,14
1335,7,2020,2,25,15
1336,7,2020,2,25,16
1337,7,2020,2,25,17
1338,7,2020,2,25,18
1339,7,2020,2,25,19
1340,7,2020,2,25,20
1341,6,2020,2,25,21
1342,7,2020,2,25,22
1343,8,2020,2,25,23
1344,8,2020,2,26,0
1345,7,2020,2,26,1
1346,7,2020,2,26,2
1347,7,2020,2,26,3
1348,6,2020,2,26,4
1349,7,2020,2,26,5
1350,7,2020,2,26,6
1351,8,2020,2,26,7
1352,7,2020,2,26,8
1353,7,2020,2,26,9
1354,7,2020,2,26,10
1355,7,2020,2,26,11
1356,8,2020,2,26,12
1357,8,2020,2,26,13
1358,7,2020,2,26,14
1359,7,2020,2,26,15
1360,7,2020,2,26,16
1361,7,2020,2,26,17
1362,7,2020,2,26,18
1363,7,2020,2,26,19
1364,7,2020,2,26,20
1365,7,2020,2,26,21
1366,7,2020,2,26,22
1367,8,2020,2,26,23
1368,8,2020,2,27,0
1369,7,2020,2,27,1
1370,6,2020,2,27,2
1371,7,2020,2,27,3
1372,7,2020,2,27,4
1373,7,2020,2,27,5
1374,7,2020,2,27,6
1375,6,2020,2,27,7
1376,7,2020,2,27,8
1377,7,2020,2,27,9
1378,7,2020,2,27,10
1379,8,2020,2,27,11
1380,8,2020,2,27,12
1381,7,2020,2,27,13
1382,7,2020,2,27,14
1383,7,2020,2,27,15
1384,8,2020,2,27,16
1385,7,2020,2,27,17
1386,7,2020,2,27,18
1387,7,2020,2,27,19
1388,7,2020,2,27,20
1389,7,2020,2,27,21
1390,7,2020,2,27,22
1391,7,2020,2,27,23
1392,7,2020,2,28,0
1393,8,2020,2,28,1
1394,7,2020,2,28,2
1395,7,2020,2,28,3
1396,6,2020,2,28,4
1397,7,2020,2,28,5
1398,7,2020,2,28,6
1399,6,2020,2,28,7
1400,7,2020,2,28,8
1401,7,2020,2,28,9
1402,7,2020,2,28,10
1403,7,2020,2,28,11
1404,7,2020,2,28,12
1405,7,2020,2,28,13
1406,6,2020,2,28,14
1407,7,2020,2,28,15
1408,7,2020,2,28,16
1409,7,2020,2,28,17
1410,7,2020,2,28,18
1411,7,2020,2,28,19
1412,6,2020,2,28,20
1413,7,2020,2,28,21
1414,7,2020,2,28,22
1415,7,2020,2,28,23
1416,7,2020,2,29,0
1417,7,2020,2,29,1
1418,7,2020,2,29,2
1419,7,2020,2,29,3
1420,6,2020,2,29,4
1421,7,2020,2,29,5
1422,6,2020,2,29,6
1423,8,2020,2,29,7
1424,7,2020,2,29,8
1425,7,2020,2,29,9
1426,7,2020,2,29,10
1427,7,2020,2,29,11
1428,7,2020,2,29,12
1429,7,2020,2,29,13
1430,7,2020,2,29,14
1431,7,2020,2,29,15
1432,8,2020,2,29,16
1433,8,2020,2,29,17
1434,6,2020,2,29,18
1435,6,2020,2,29,19
1436,8,2020,2,29,20
1437,7,2020,2,29,21
1438,7,2020,2,29,22
1439,7,2020,2,29,23
1440,7,2020,3,1,0
1441,6,2020,3,1,1
1442,7,2020,3,1,2
1443,7,2020,3,1,3
1444,6,2020,3,1,4
1445,8,2020,3,1,5
1446,7,2020,3,1,6
1447,6,2020,3,1,7
1448,7,2020,3,1,8
1449,7,2020,3,1,9
1450,7,2020,3,1,10
1451,7,2020,3,1,11
1452,7,2020,3,1,12
1453,7,2020,3,1,13
1454,7,2020,3,1,14
1455,8,2020,3,1,15
1456,7,2020,3,1,16
1457,8,2020,3,1,17
1458,7,2020,3,1,18
1459,6,2020,3,1,19
1460,7,2020,3,1,20
1461,7,2020,3,1,21
1462,7,2020,3,1,22
1463,8,2020,3,1,23
1464,6,2020,3,2,0
1465,7,2020,3,2,1
1466,7,2020,3,2,2
1467,6,2020,3,2,3
1468,6,2020,3,2,4
1469,7,2020,3,2,5
1470,7,2020,3,2,6
1471,7,2020,3,2,7
1472,6,2020,3,2,8
1473,6,2020,3,2,9
1474,7,2020,3,2,10
1475,7,2020,3,2,11
1476,7,2020,3,2,12
1477,7,2020,3,2,13
1478,6,2020,3,2,14
1479,7,2020,3,2,15
1480,7,2020,3,2,16
1481,7,2020,3,2,17
1482,7,2020,3,2,18
1483,7,2020,3,2,19
1484,7,2020,3,2,20
1485,7,2020,3,2,21
1486,8,2020,3,2,22
1487,7,2020,3,2,23
1488,7,2020,3,3,0
1489,7,2020,3,3,1
1490,7,2020,3,3,2
1491,7,2020,3,3,3
1492,7,2020,3,3,4
1493,7,2020,3,3,5
1494,7,2020,3,3,6
1495,7,2020,3,3,7
1496,7,2020,3,3,8
1497,6,2020,3,3,9
1498,8,2020,3,3,10
1499,7,2020,3,3,11
1500,7,2020,3,3,12
1501,6,2020,3,3,13
1502,7,2020,3,3,14
1503,8,2020,3,3,15
1504,7,2020,3,3,16
1505,6,2020,3,3,17
1506,8,2020,3,3,18
1507,7,2020,3,3,19
1508,7,2020,3,3,20
1509,7,2020,3,3,21
1510,7,2020,3,3,22
1511,7,2020,3,3,23
1512,7,2020,3,4,0
1513,7,2020,3,4,1
1514,7,2020,3,4,2
1515,8,2020,3,4,3
1516,7,2020,3,4,4
1517,6,2020,3,4,5
1518,7,2020,3,4,6
1519,7,2020,3,4,7
1520,7,2020,3,4,8
1521,7,2020,3,4,9
1522,7,2020,3,4,10
1523,7,2020,3,4,11
1524,7,2020,3,4,12
1525,7,2020,3,4,13
1526,8,2020,3,4,14
1527,7,2020,3,4,15
1528,7,2020,3,4,16
1529,7,2020,3,4,17
1530,7,2020,3,4,18
1531,7,2020,3,4,19
1532,7,2020,3,4,20
1533,6,2020,3,4,21
1534,7,2020,3,4,22
1535,7,2020,3,4,23
1536,7,2020,3,5,0
1537,8,2020,3,5,1
1538,7,2020,3,5,2
1539,7,2020,3,5,3
1540,7,2020,3,5,4
1541,7,2020,3,5,5
1542,7,2020,3,5,6
1543,8,2020,3,5,7
1544,7,2020,3,5,8
1545,7,2020,3,5,9
1546,7,2020,3,5,10
1547,8,2020,3,5,11
1548,7,2020,3,5,12
1549,7,2020,3,5,13
1550,7,2020,3,5,14
1551,7,2020,3,5,15
1552,7,2020,3,5,16
1553,6,2020,3,5,17
1554,7,2020,3,5,18
1555,8,2020,3,5,19
1556,6,2020,3,5,20
1557,7,2020,3,5,21
1558,7,2020,3,5,22
1559,7,2020,3,5,23
1560,7,2020,3,6,0
1561,6,2020,3,6,1
1562,7,2020,3,6,2
1563,7,2020,3,6,3
1564,6,2020,3,6,4
1565,7,2020,3,6,5
1566,7,2020,3,6,6
1567,7,2020,3,6,7
1568,7,2020,3,6,8
1569,7,2020,3,6,9
1570,7,2020,3,6,10
1571,7,2020,3,6,11
1572,7,2020,3,6,12
1573,8,2020,3,6,13
1574,7,2020,3,6,14
1575,8,2020,3,6,15
1576,7,2020,3,6,16
1577,7,2020,3,6,17
1578,7,2020,3,6,18
1579,6,2020,3,6,19
1580,7,2020,3,6,20
1581,7,2020,3,6,21
1582,8,2020,3,6,22
1583,7,2020,3,6,23
1584,8,2020,3,7,0
1585,7,2020,3,7,1
1586,7,2020,3,7,2
1587,7,2020,3,7,3
1588,8,2020,3,7,4
1589,7,2020,3,7,5
1590,7,2020,3,7,6
1591,6,2020,3,7,7
1592,7,2020,3,7,8
1593,7,2020,3,7,9
1594,8,2020,3,7,10
1595,7,2020,3,7,11
1596,7,2020,3,7,12
1597,7,2020,3,7,13
1598,8,2020,3,7,14
1599,7,2020,3,7,15
1600,6,2020,3,7,16
1601,8,2020,3,7,17
1602,7,2020,3,7,18
1603,8,2020,3,7,19
1604,8,2020,3,7,20
1605,7,2020,3,7,21
1606,6,2020,3,7,22
1607,7,2020,3,7,23
1608,7,2020,3,8,0
1609,7,2020,3,8,1
1610,6,2020,3,8,2
1611,7,2020,3,8,3
1612,7,2020,3,8,4
1613,7,2020,3,8,5
1614,7,2020,3,8,6
1615,8,2020,3,8,7
1616,7,2020,3,8,8
1617,8,2020,3,8,9
1618,7,2020,3,8,10
1619,7,2020,3,8,11
1620,6,2020,3,8,12
1621,7,2020,3,8,13
1622,7,2020,3,8,14
1623,8,2020,3,8,15
1624,7,2020,3,8,16
1625,7,2020,3,8,17
1626,7,2020,3,8,18
1627,7,2020,3,8,19
1628,7,2020,3,8,20
1629,7,2020,3,8,21
1630,7,2020,3,8,22
1631,8,2020,3,8,23
1632,7,2020,3,9,0
1633,7,2020,3,9,1
1634,7,2020,3,9,2
1635,7,2020,3,9,3
1636,7,2020,3,9,4
1637,7,2020,3,9,5
1638,7,2020,3,9,6
1639,7,2020,3,9,7
1640,7,2020,3,9,8
1641,7,2020,3,9,9
1642,7,2020,3,9,10
1643,7,2020,3,9,11
1644,8,2020,3,9,12
1645,7,2020,3,9,13
1646,7,2020,3,9,14
1647,7,2020,3,9,15
1648,8,2020,3,9,16
1649,7,2020,3,9,17
1650,7,2020,3,9,18
1651,7,2020,3,9,19
1652,7,2020,3,9,20
1653,7,2020,3,9,21
1654,8,2020,3,9,22
1655,8,2020,3,9,23
1656,6,2020,3,10,0
1657,7,2020,3,10,1
1658,7,2020,3,10,2
1659,7,2020,3,10,3
1660,7,2020,3,10,4
1661,6,2020,3,10,5
1662,7,2020,3,10,6
1663,7,2020,3,10,7
1664,6,2020,3,10,8
1665,8,2020,3,10,9
1666,7,2020,3,10,10
1667,7,2020,3,10,11
1668,7,2020,3,10,12
1669,7,2020,3,10,13
1670,7,2020,3,10,14
1671,7,2020,3,10,15
1672,8,2020,3,10,16
1673,7,2020,3,10,17
1674,7,2020,3,10,18
1675,7,2020,3,10,19
1676,7,2020,3,10,20
1677,7,2020,3,10,21
1678,7,2020,3,10,22
1679,7,2020,3,10,23
1680,7,2020,3,11,0
1681,7,2020,3,11,1
1682,7,2020,3,11,2
1683,8,2020,3,11,3
1684,7,2020,3,11,4
1685,7,2020,3,11,5
1686,7,2020,3,11,6
1687,8,2020,3,11,7
1688,7,2020,3,11,8
1689,7,2020,3,11,9
1690,6,2020,3,11,10
1691,7,2020,3,11,11
1692,8,2020,3,11,12
1693,7,2020,3,11,13
1694,7,2020,3,11,14
1695,8,2020,3,11,15
1696,7,2020,3,11,16
1697,8,2020,3,11,17
1698,7,2020,3,11,18
1699,7,2020,3,11,19
1700,7,2020,3,11,20
1701,7,2020,3,11,21
1702,6,2020,3,11,22
1703,7,2020,3,11,23
1704,7,2020,3,12,0
1705,7,2020,3,12,1
1706,7,2020,3,12,2
1707,7,2020,3,12,3
1708,7,2020,3,12,4
1709,6,2020,3,12,5
1710,8,2020,3,12,6
1711,7,2020,3,12,7
1712,6,2020,3,12,8
1713,8,2020,3,12,9
1714,7,2020,3,12,10
1715,8,2020,3,12,11
1716,6,2020,3,12,12
1717,7,2020,3,12,13
1718,7,2020,3,12,14
1719,6,2020,3,12,15
1720,7,2020,3,12,16
1721,8,2020,3,12,17
1722,7,2020,3,12,18
1723,8,2020,3,12,19
1724,8,2020,3,12,20
1725,6,2020,3,12,21
1726,8,2020,3,12,22
1727,6,2020,3,12,23
1728,7,2020,3,13,0
1729,7,2020,3,13,1
1730,8,2020,3,13,2
1731,7,2020,3,13,3
1732,7,2020,3,13,4
1733,7,2020,3,13,5
1734,6,2020,3,13,6
1735,7,2020,3,13,7
1736,6,2020,3,13,8
1737,7,2020,3,13,9
1738,7,2020,3,13,10
1739,7,2020,3,13,11
1740,7,2020,3,13,12
1741,8,2020,3,13,13
1742,7,2020,3,13,14
1743,7,2020,3,13,15
1744,7,2020,3,13,16
1745,7,2020,3,13,17
1746,7,2020,3,13,18
1747,7,2020,3,13,19
1748,7,2020,3,13,20
1749,7,2020,3,13,21
1750,7,2020,3,13,22
1751,7,2020,3,13,23
1752,7,2020,3,14,0
1753,6,2020,3,14,1
1754,7,2020,3,14,2
1755,7,2020,3,14,3
1756,7,2020,3,14,4
1757,7,2020,3,14,5
1758,7,2020,3,14,6
1759,8,2020,3,14,7
1760,7,2020,3,14,8
1761,7,2020,3,14,9
1762,7,2020,3,14,10
1763,7,2020,3,14,11
1764,6,2020,3,14,12
1765,7,2020,3,14,13
1766,8,2020,3,14,14
1767,7,2020,3,14,15
1768,7,2020,3,14,16
1769,7,2020,3,14,17
1770,7,2020,3,14,18
1771,7,2020,3,14,19
1772,7,2020,3,14,20
1773,7,2020,3,14,21
1774,8,2020,3,14,22
1775,6,2020,3,14,23
1776,7,2020,3,15,0
1777,6,2020,3,15,1
1778,7,2020,3,15,2
1779,6,2020,3,15,3
1780,7,2020,3,15,4
1781,8,2020,3,15,5
1782,7,2020,3,15,6
1783,8,2020,3,15,7
1784,7,2020,3,15,8
1785,8,2020,3,15,9
1786,7,2020,3,15,10
1787,6,2020,3,15,11
1788,7,2020,3,15,12
1789,6,2020,3,15,13
1790,7,2020,3,15,14
1791,7,2020,3,15,15
1792,7,2020,3,15,16
1793,7,2020,3,15,17
1794,6,2020,3,15,18
1795,7,2020,3,15,19
1796,7,2020,3,15,20
1797,7,2020,3,15,21
1798,7,2020,3,15,22
1799,7,2020,3,15,23
1800,7,2020,3,16,0
1801,7,2020,3,16,1
1802,8,2020,3,16,2
1803,7,2020,3,16,3
1804,7,2020,3,16,4
1805,7,2020,3,16,5
1806,7,2020,3,16,6
1807,7,2020,3,16,7
1808,7,2020,3,16,8
1809,7,2020,3,16,9
1810,7,2020,3,16,10
1811,7,2020,3,16,11
1812,7,2020,3,16,12
1813,7,2020,3,16,13
1814,8,2020,3,16,14
1815,7,2020,3,16,15
1816,7,2020,3,16,16
1817,6,2020,3,16,17
1818,7,2020,3,16,18
1819,7,2020,3,16,19
1820,7,2020,3,16,20
1821,7,2020,3,16,21
1822,7,2020,3,16,22
1823,7,2020,3,16,23
1824,7,2020,3,17,0
1825,6,2020,3,17,1
1826,7,2020,3,17,2
1827,7,2020,3,17,3
1828,7,2020,3,17,4
1829,7,2020,3,17,5
1830,7,2020,3,17,6
1831,7,2020,3,17,7
1832,7,2020,3,17,8
1833,7,2020,3,17,9
1834,7,2020,3,17,10
1835,8,2020,3,17,11
1836,6,2020,3,17,12
1837,6,2020,3,17,13
1838,7,2020,3,17,14
1839,7,2020,3,17,15
1840,7,2020,3,17,16
1841,7,2020,3,17,17
1842,7,2020,3,17,18
1843,7,2020,3,17,19
1844,8,2020,3,17,20
1845,7,2020,3,17,21
1846,7,2020,3,17,22
1847,7,2020,3,17,23
1848,7,2020,3,18,0
1849,7,2020,3,18,1
1850,8,2020,3,18,2
1851,8,2020,3,18,3
1852,8,2020,3,18,4
1853,7,2020,3,18,5
1854,7,2020,3,18,6
1855,8,2020,3,18,7
1856,7,2020,3,18,8
1857,7,2020,3,18,9
1858,7,2020,3,18,10
1859,7,2020,3,18,11
1860,7,2020,3,18,12
1861,7,2020,3,18,13
1862,8,2020,3,18,14
1863,7,2020,3,18,15
1864,7,2020,3,18,16
1865,8,2020,3,18,17
1866,7,2020,3,18,18
1867,7,2020,3,18,19
1868,7,2020,3,18,20
1869,7,2020,3,18,21
1870,7,2020,3,18,22
1871,7,2020,3,18,23
1872,7,2020,3,19,0
1873,7,2020,3,19,1
1874,8,2020,3,19,2
1875,7,2020,3,19,3
1876,7,2020,3,19,4
1877,7,2020,3,19,5
1878,6,2020,3,19,6
1879,7,2020,3,19,7
1880,8,2020,3,19,8
1881,7,2020,3,19,9
1882,7,2020,3,19,10
1883,7,2020,3,19,11
1884,7,2020,3,19,12
1885,7,2020,3,19,13
1886,7,2020,3,19,14
1887,6,2020,3,19,15
1888,6,2020,3,19,16
1889,7,2020,3,19,17
1890,8,2020,3,19,18
1891,7,2020,3,19,19
1892,7,2020,3,19,20
1893,7,2020,3,19,21
1894,8,2020,3,19,22
1895,8,2020,3,19,23
1896,7,2020,3,20,0
1897,7,2020,3,20,1
1898,7,2020,3,20,2
1899,8,2020,3,20,3
1900,7,2020,3,20,4
1901,8,2020,3,20,5
1902,8,2020,3,20,6
1903,7,2020,3,20,7
1904,7,2020,3,20,8
1905,7,2020,3,20,9
1906,7,2020,3,20,10
1907,7,2020,3,20,11
1908,6,2020,3,20,12
1909,6,2020,3,20,13
1910,7,2020,3,20,14
1911,7,2020,3,20,15
1912,7,2020,3,20,16
1913,7,2020,3,20,17
1914,8,2020,3,20,18
1915,8,2020,3,20,19
1916,6,2020,3,20,20
1917,7,2020,3,20,21
1918,8,2020,3,20,22
1919,7,2020,3,20,23
1920,6,2020,3,21,0
1921,7,2020,3,21,1
1922,7,2020,3,21,2
1923,7,2020,3,21,3
1924,8,2020,3,21,4
1925,7,2020,3,21,5
1926,7,2020,3,21,6
1927,8,2020,3,21,7
1928,8,2020,3,21,8
1929,6,2020,3,21,9
1930,7,2020,3,21,10
1931,7,2020,3,21,11
1932,7,2020,3,21,12
1933,7,2020,3,21,13
1934,8,2020,3,21,14
1935,7,2020,3,21,15
1936,7,2020,3,21,16
1937,7,2020,3,21,17
1938,7,2020,3,21,18
1939,7,2020,3,21,19
1940,7,2020,3,21,20
1941,8,2020,3,21,21
1942,7,2020,3,21,22
1943,8,2020,3,21,23
1944,7,2020,3,22,0
1945,7,2020,3,22,1
1946,7,2020,3,22,2
1947,7,2020,3,22,3
1948,7,2020,3,22,4
1949,6,2020,3,22,5
1950,6,2020,3,22,6
1951,7,2020,3,22,7
1952,7,2020,3,22,8
1953,7,2020,3,22,9
1954,6,2020,3,22,10
1955,7,2020,3,22,11
1956,6,2020,3,22,12
1957,7,2020,3,22,13
1958,7,2020,3,22,14
1959,8,2020,3,22,15
1960,7,2020,3,22,16
1961,8,2020,3,22,17
1962,7,2020,3,22,18
1963,6,2020,3,22,19
1964,7,2020,3,22,20
1965,7,2020,3,22,21
1966,7,2020,3,22,22
1967,7,2020,3,22,23
1968,8,2020,3,23,0
1969,6,2020,3,23,1
1970,8,2020,3,23,2
1971,7,2020,3,23,3
1972,7,2020,3,23,4
1973,7,2020,3,23,5
1974,7,2020,3,23,6
1975,8,2020,3,23,7
1976,6,2020,3,23,8
1977,7,2020,3,23,9
1978,7,2020,3,23,10
1979,7,2020,3,23,11
1980,7,2020,3,23,12
1981,8,2020,3,23,13
1982,7,2020,3,23,14
1983,7,2020,3,23,15
1984,6,2020,3,23,16
1985,6,2020,3,23,17
1986,7,2020,3,23,18
1987,7,2020,3,23,19
1988,7,2020,3,23,20
1989,7,2020,3,23,21
1990,7,2020,3,23,22
1991,8,2020,3,23,23
1992,7,2020,3,24,0
1993,7,2020,3,24,1
1994,7,2020,3,24,2
1995,7,2020,3,24,3
1996,7,2020,3,24,4
1997,7,2020,3,24,5
1998,7,2020,3,24,6
1999,7,2020,3,24,7
2000,7,2020,3,24,8
2001,7,2020,3,24,9
2002,6,2020,3,24,10
2003,8,2020,3,24,11
2004,7,2020,3,24,12
2005,7,2020,3,24,13
2006,8,2020,3,24,14
2007,7,2020,3,24,15
2008,7,2020,3,24,16
2009,6,2020,3,24,17
2010,7,2020,3,24,18
2011,7,2020,3,24,19
2012,7,2020,3,24,20
2013,7,2020,3,24,21
2014,7,2020,3,24,22
2015,6,2020,3,24,23
2016,7,2020,3,25,0
2017,7,2020,3,25,1
2018,7,2020,3,25,2
2019,7,2020,3,25,3
2020,7,2020,3,25,4
2021,8,2020,3,25,5
2022,6,2020,3,25,6
2023,8,2020,3,25,7
2024,7,2020,3,25,8
2025,7,2020,3,25,9
2026,7,2020,3,25,10
2027,7,2020,3,25,11
2028,7,2020,3,25,12
2029,7,2020,3,25,13
2030,7,2020,3,25,14
2031,7,2020,3,25,15
2032,7,2020,3,25,16
2033,6,2020,3,25,17
2034,6,2020,3,25,18
2035,8,2020,3,25,19
2036,7,2020,3,25,20
2037,7,2020,3,25,21
2038,7,2020,3,25,22
2039,6,2020,3,25,23
2040,7,2020,3,26,0
2041,8,2020,3,26,1
2042,8,2020,3,26,2
2043,7,2020,3,26,3
2044,7,2020,3,26,4
2045,7,2020,3,26,5
2046,7,2020,3,26,6
2047,8,2020,3,26,7
2048,7,2020,3,26,8
2049,7,2020,3,26,9
2050,7,2020,3,26,10
2051,7,2020,3,26,11
2052,7,2020,3,26,12
2053,7,2020,3,26,13
2054,7,2020,3,26,14
2055,7,2020,3,26,15
2056,7,2020,3,26,16
2057,7,2020,3,26,17
2058,8,2020,3,26,18
2059,6,2020,3,26,19
2060,7,2020,3,26,20
2061,7,2020,3,26,21
2062,7,2020,3,26,22
2063,7,2020,3,26,23
2064,6,2020,3,27,0
2065,6,2020,3,27,1
2066,7,2020,3,27,2
2067,7,2020,3,27,3
