,Hb,Date,Dates,Time
1328,3.0,2020-02-25 08:00:00,2020-02-25,08:00:00
1329,5.0,2020-02-25 09:00:00,2020-02-25,09:00:00
1330,3.0,2020-02-25 10:00:00,2020-02-25,10:00:00
1331,8.0,2020-02-25 11:00:00,2020-02-25,11:00:00
1332,3.0,2020-02-25 12:00:00,2020-02-25,12:00:00
1333,4.0,2020-02-25 13:00:00,2020-02-25,13:00:00
1334,3.0,2020-02-25 14:00:00,2020-02-25,14:00:00
1335,2.0,2020-02-25 15:00:00,2020-02-25,15:00:00
1336,3.0,2020-02-25 16:00:00,2020-02-25,16:00:00
1337,2.0,2020-02-25 17:00:00,2020-02-25,17:00:00
1338,2.0,2020-02-25 18:00:00,2020-02-25,18:00:00
1339,4.0,2020-02-25 19:00:00,2020-02-25,19:00:00
1340,6.0,2020-02-25 20:00:00,2020-02-25,20:00:00
1341,1.0,2020-02-25 21:00:00,2020-02-25,21:00:00
1342,3.0,2020-02-25 22:00:00,2020-02-25,22:00:00
1343,2.0,2020-02-25 23:00:00,2020-02-25,23:00:00
1344,2.0,2020-02-26 00:00:00,2020-02-26,00:00:00
1345,6.0,2020-02-26 01:00:00,2020-02-26,01:00:00
1346,3.0,2020-02-26 02:00:00,2020-02-26,02:00:00
1347,3.0,2020-02-26 03:00:00,2020-02-26,03:00:00
1348,5.0,2020-02-26 04:00:00,2020-02-26,04:00:00
1349,2.0,2020-02-26 05:00:00,2020-02-26,05:00:00
1350,2.0,2020-02-26 06:00:00,2020-02-26,06:00:00
1351,4.0,2020-02-26 07:00:00,2020-02-26,07:00:00
1352,4.0,2020-02-26 08:00:00,2020-02-26,08:00:00
1353,3.0,2020-02-26 09:00:00,2020-02-26,09:00:00
1354,5.0,2020-02-26 10:00:00,2020-02-26,10:00:00
1355,4.0,2020-02-26 11:00:00,2020-02-26,11:00:00
1356,1.0,2020-02-26 12:00:00,2020-02-26,12:00:00
1357,0.0,2020-02-26 13:00:00,2020-02-26,13:00:00
1358,4.0,2020-02-26 14:00:00,2020-02-26,14:00:00
1359,1.0,2020-02-26 15:00:00,2020-02-26,15:00:00
1360,0.0,2020-02-26 16:00:00,2020-02-26,16:00:00
1361,1.0,2020-02-26 17:00:00,2020-02-26,17:00:00
1362,0.0,2020-02-26 18:00:00,2020-02-26,18:00:00
1363,4.0,2020-02-26 19:00:00,2020-02-26,19:00:00
1364,0.0,2020-02-26 20:00:00,2020-02-26,20:00:00
1365,3.0,2020-02-26 21:00:00,2020-02-26,21:00:00
1366,2.0,2020-02-26 22:00:00,2020-02-26,22:00:00
1367,3.0,2020-02-26 23:00:00,2020-02-26,23:00:00
1368,3.0,2020-02-27 00:00:00,2020-02-27,00:00:00
1369,2.0,2020-02-27 01:00:00,2020-02-27,01:00:00
1370,3.0,2020-02-27 02:00:00,2020-02-27,02:00:00
1371,4.0,2020-02-27 03:00:00,2020-02-27,03:00:00
1372,1.0,2020-02-27 04:00:00,2020-02-27,04:00:00
1373,4.0,2020-02-27 05:00:00,2020-02-27,05:00:00
1374,2.0,2020-02-27 06:00:00,2020-02-27,06:00:00
1375,3.0,2020-02-27 07:00:00,2020-02-27,07:00:00
1376,4.0,2020-02-27 08:00:00,2020-02-27,08:00:00
1377,4.0,2020-02-27 09:00:00,2020-02-27,09:00:00
1378,5.0,2020-02-27 10:00:00,2020-02-27,10:00:00
1379,1.0,2020-02-27 11:00:00,2020-02-27,11:00:00
1380,5.0,2020-02-27 12:00:00,2020-02-27,12:00:00
1381,3.0,2020-02-27 13:00:00,2020-02-27,13:00:00
1382,3.0,2020-02-27 14:00:00,2020-02-27,14:00:00
1383,3.0,2020-02-27 15:00:00,2020-02-27,15:00:00
1384,4.0,2020-02-27 16:00:00,2020-02-27,16:00:00
1385,2.0,2020-02-27 17:00:00,2020-02-27,17:00:00
1386,1.0,2020-02-27 18:00:00,2020-02-27,18:00:00
1387,0.0,2020-02-27 19:00:00,2020-02-27,19:00:00
1388,3.0,2020-02-27 20:00:00,2020-02-27,20:00:00
1389,4.0,2020-02-27 21:00:00,2020-02-27,21:00:00
1390,5.0,2020-02-27 22:00:00,2020-02-27,22:00:00
1391,5.0,2020-02-27 23:00:00,2020-02-27,23:00:00
1392,3.0,2020-02-28 00:00:00,2020-02-28,00:00:00
1393,2.0,2020-02-28 01:00:00,2020-02-28,01:00:00
1394,4.0,2020-02-28 02:00:00,2020-02-28,02:00:00
1395,6.0,2020-02-28 03:00:00,2020-02-28,03:00:00
1396,3.0,2020-02-28 04:00:00,2020-02-28,04:00:00
1397,4.0,2020-02-28 05:00:00,2020-02-28,05:00:00
1398,3.0,2020-02-28 06:00:00,2020-02-28,06:00:00
1399,1.0,2020-02-28 07:00:00,2020-02-28,07:00:00
1400,3.0,2020-02-28 08:00:00,2020-02-28,08:00:00
1401,5.0,2020-02-28 09:00:00,2020-02-28,09:00:00
1402,1.0,2020-02-28 10:00:00,2020-02-28,10:00:00
1403,2.0,2020-02-28 11:00:00,2020-02-28,11:00:00
1404,3.0,2020-02-28 12:00:00,2020-02-28,12:00:00
1405,3.0,2020-02-28 13:00:00,2020-02-28,13:00:00
1406,4.0,2020-02-28 14:00:00,2020-02-28,14:00:00
1407,4.0,2020-02-28 15:00:00,2020-02-28,15:00:00
1408,1.0,2020-02-28 16:00:00,2020-02-28,16:00:00
1409,1.0,2020-02-28 17:00:00,2020-02-28,17:00:00
1410,4.0,2020-02-28 18:00:00,2020-02-28,18:00:00
1411,2.0,2020-02-28 19:00:00,2020-02-28,19:00:00
1412,1.0,2020-02-28 20:00:00,2020-02-28,20:00:00
1413,7.0,2020-02-28 21:00:00,2020-02-28,21:00:00
1414,3.0,2020-02-28 22:00:00,2020-02-28,22:00:00
1415,6.0,2020-02-28 23:00:00,2020-02-28,23:00:00
1416,3.0,2020-02-29 00:00:00,2020-02-29,00:00:00
1417,10.0,2020-02-29 01:00:00,2020-02-29,01:00:00
1418,0.0,2020-02-29 02:00:00,2020-02-29,02:00:00
1419,0.0,2020-02-29 03:00:00,2020-02-29,03:00:00
1420,3.0,2020-02-29 04:00:00,2020-02-29,04:00:00
1421,1.0,2020-02-29 05:00:00,2020-02-29,05:00:00
1422,5.0,2020-02-29 06:00:00,2020-02-29,06:00:00
1423,4.0,2020-02-29 07:00:00,2020-02-29,07:00:00
1424,1.0,2020-02-29 08:00:00,2020-02-29,08:00:00
1425,5.0,2020-02-29 09:00:00,2020-02-29,09:00:00
1426,4.0,2020-02-29 10:00:00,2020-02-29,10:00:00
1427,3.0,2020-02-29 11:00:00,2020-02-29,11:00:00
1428,2.0,2020-02-29 12:00:00,2020-02-29,12:00:00
1429,2.0,2020-02-29 13:00:00,2020-02-29,13:00:00
1430,3.0,2020-02-29 14:00:00,2020-02-29,14:00:00
1431,4.0,2020-02-29 15:00:00,2020-02-29,15:00:00
1432,3.0,2020-02-29 16:00:00,2020-02-29,16:00:00
1433,2.0,2020-02-29 17:00:00,2020-02-29,17:00:00
1434,2.0,2020-02-29 18:00:00,2020-02-29,18:00:00
1435,4.0,2020-02-29 19:00:00,2020-02-29,19:00:00
1436,3.0,2020-02-29 20:00:00,2020-02-29,20:00:00
1437,5.0,2020-02-29 21:00:00,2020-02-29,21:00:00
1438,3.0,2020-02-29 22:00:00,2020-02-29,22:00:00
1439,3.0,2020-02-29 23:00:00,2020-02-29,23:00:00
1440,4.0,2020-03-01 00:00:00,2020-03-01,00:00:00
1441,2.0,2020-03-01 01:00:00,2020-03-01,01:00:00
1442,1.0,2020-03-01 02:00:00,2020-03-01,02:00:00
1443,1.0,2020-03-01 03:00:00,2020-03-01,03:00:00
1444,4.0,2020-03-01 04:00:00,2020-03-01,04:00:00
1445,5.0,2020-03-01 05:00:00,2020-03-01,05:00:00
1446,3.0,2020-03-01 06:00:00,2020-03-01,06:00:00
1447,1.0,2020-03-01 07:00:00,2020-03-01,07:00:00
1448,2.0,2020-03-01 08:00:00,2020-03-01,08:00:00
1449,1.0,2020-03-01 09:00:00,2020-03-01,09:00:00
1450,4.0,2020-03-01 10:00:00,2020-03-01,10:00:00
1451,4.0,2020-03-01 11:00:00,2020-03-01,11:00:00
1452,1.0,2020-03-01 12:00:00,2020-03-01,12:00:00
1453,7.0,2020-03-01 13:00:00,2020-03-01,13:00:00
1454,2.0,2020-03-01 14:00:00,2020-03-01,14:00:00
1455,4.0,2020-03-01 15:00:00,2020-03-01,15:00:00
1456,2.0,2020-03-01 16:00:00,2020-03-01,16:00:00
1457,5.0,2020-03-01 17:00:00,2020-03-01,17:00:00
1458,1.0,2020-03-01 18:00:00,2020-03-01,18:00:00
1459,1.0,2020-03-01 19:00:00,2020-03-01,19:00:00
1460,2.0,2020-03-01 20:00:00,2020-03-01,20:00:00
1461,3.0,2020-03-01 21:00:00,2020-03-01,21:00:00
1462,3.0,2020-03-01 22:00:00,2020-03-01,22:00:00
1463,6.0,2020-03-01 23:00:00,2020-03-01,23:00:00
1464,1.0,2020-03-02 00:00:00,2020-03-02,00:00:00
1465,1.0,2020-03-02 01:00:00,2020-03-02,01:00:00
1466,1.0,2020-03-02 02:00:00,2020-03-02,02:00:00
1467,1.0,2020-03-02 03:00:00,2020-03-02,03:00:00
1468,5.0,2020-03-02 04:00:00,2020-03-02,04:00:00
1469,6.0,2020-03-02 05:00:00,2020-03-02,05:00:00
1470,2.0,2020-03-02 06:00:00,2020-03-02,06:00:00
1471,3.0,2020-03-02 07:00:00,2020-03-02,07:00:00
1472,3.0,2020-03-02 08:00:00,2020-03-02,08:00:00
1473,0.0,2020-03-02 09:00:00,2020-03-02,09:00:00
1474,2.0,2020-03-02 10:00:00,2020-03-02,10:00:00
1475,9.0,2020-03-02 11:00:00,2020-03-02,11:00:00
1476,2.0,2020-03-02 12:00:00,2020-03-02,12:00:00
1477,3.0,2020-03-02 13:00:00,2020-03-02,13:00:00
1478,4.0,2020-03-02 14:00:00,2020-03-02,14:00:00
1479,1.0,2020-03-02 15:00:00,2020-03-02,15:00:00
1480,2.0,2020-03-02 16:00:00,2020-03-02,16:00:00
1481,2.0,2020-03-02 17:00:00,2020-03-02,17:00:00
1482,2.0,2020-03-02 18:00:00,2020-03-02,18:00:00
1483,3.0,2020-03-02 19:00:00,2020-03-02,19:00:00
1484,2.0,2020-03-02 20:00:00,2020-03-02,20:00:00
1485,4.0,2020-03-02 21:00:00,2020-03-02,21:00:00
1486,3.0,2020-03-02 22:00:00,2020-03-02,22:00:00
1487,2.0,2020-03-02 23:00:00,2020-03-02,23:00:00
1488,2.0,2020-03-03 00:00:00,2020-03-03,00:00:00
1489,1.0,2020-03-03 01:00:00,2020-03-03,01:00:00
1490,2.0,2020-03-03 02:00:00,2020-03-03,02:00:00
1491,4.0,2020-03-03 03:00:00,2020-03-03,03:00:00
1492,0.0,2020-03-03 04:00:00,2020-03-03,04:00:00
1493,0.0,2020-03-03 05:00:00,2020-03-03,05:00:00
1494,6.0,2020-03-03 06:00:00,2020-03-03,06:00:00
1495,5.0,2020-03-03 07:00:00,2020-03-03,07:00:00
1496,2.0,2020-03-03 08:00:00,2020-03-03,08:00:00
1497,4.0,2020-03-03 09:00:00,2020-03-03,09:00:00
1498,4.0,2020-03-03 10:00:00,2020-03-03,10:00:00
1499,6.0,2020-03-03 11:00:00,2020-03-03,11:00:00
1500,4.0,2020-03-03 12:00:00,2020-03-03,12:00:00
1501,5.0,2020-03-03 13:00:00,2020-03-03,13:00:00
1502,5.0,2020-03-03 14:00:00,2020-03-03,14:00:00
1503,2.0,2020-03-03 15:00:00,2020-03-03,15:00:00
1504,3.0,2020-03-03 16:00:00,2020-03-03,16:00:00
1505,2.0,2020-03-03 17:00:00,2020-03-03,17:00:00
1506,2.0,2020-03-03 18:00:00,2020-03-03,18:00:00
1507,3.0,2020-03-03 19:00:00,2020-03-03,19:00:00
1508,2.0,2020-03-03 20:00:00,2020-03-03,20:00:00
1509,3.0,2020-03-03 21:00:00,2020-03-03,21:00:00
1510,1.0,2020-03-03 22:00:00,2020-03-03,22:00:00
1511,2.0,2020-03-03 23:00:00,2020-03-03,23:00:00
1512,2.0,2020-03-04 00:00:00,2020-03-04,00:00:00
1513,5.0,2020-03-04 01:00:00,2020-03-04,01:00:00
1514,1.0,2020-03-04 02:00:00,2020-03-04,02:00:00
1515,2.0,2020-03-04 03:00:00,2020-03-04,03:00:00
1516,4.0,2020-03-04 04:00:00,2020-03-04,04:00:00
1517,0.0,2020-03-04 05:00:00,2020-03-04,05:00:00
1518,1.0,2020-03-04 06:00:00,2020-03-04,06:00:00
1519,5.0,2020-03-04 07:00:00,2020-03-04,07:00:00
1520,2.0,2020-03-04 08:00:00,2020-03-04,08:00:00
1521,5.0,2020-03-04 09:00:00,2020-03-04,09:00:00
1522,3.0,2020-03-04 10:00:00,2020-03-04,10:00:00
1523,1.0,2020-03-04 11:00:00,2020-03-04,11:00:00
1524,2.0,2020-03-04 12:00:00,2020-03-04,12:00:00
1525,5.0,2020-03-04 13:00:00,2020-03-04,13:00:00
1526,2.0,2020-03-04 14:00:00,2020-03-04,14:00:00
1527,8.0,2020-03-04 15:00:00,2020-03-04,15:00:00
1528,2.0,2020-03-04 16:00:00,2020-03-04,16:00:00
1529,1.0,2020-03-04 17:00:00,2020-03-04,17:00:00
1530,3.0,2020-03-04 18:00:00,2020-03-04,18:00:00
1531,1.0,2020-03-04 19:00:00,2020-03-04,19:00:00
1532,0.0,2020-03-04 20:00:00,2020-03-04,20:00:00
1533,0.0,2020-03-04 21:00:00,2020-03-04,21:00:00
1534,1.0,2020-03-04 22:00:00,2020-03-04,22:00:00
1535,4.0,2020-03-04 23:00:00,2020-03-04,23:00:00
1536,3.0,2020-03-05 00:00:00,2020-03-05,00:00:00
1537,4.0,2020-03-05 01:00:00,2020-03-05,01:00:00
1538,3.0,2020-03-05 02:00:00,2020-03-05,02:00:00
1539,2.0,2020-03-05 03:00:00,2020-03-05,03:00:00
1540,2.0,2020-03-05 04:00:00,2020-03-05,04:00:00
1541,6.0,2020-03-05 05:00:00,2020-03-05,05:00:00
1542,5.0,2020-03-05 06:00:00,2020-03-05,06:00:00
1543,2.0,2020-03-05 07:00:00,2020-03-05,07:00:00
1544,3.0,2020-03-05 08:00:00,2020-03-05,08:00:00
1545,2.0,2020-03-05 09:00:00,2020-03-05,09:00:00
1546,4.0,2020-03-05 10:00:00,2020-03-05,10:00:00
1547,2.0,2020-03-05 11:00:00,2020-03-05,11:00:00
1548,2.0,2020-03-05 12:00:00,2020-03-05,12:00:00
1549,3.0,2020-03-05 13:00:00,2020-03-05,13:00:00
1550,2.0,2020-03-05 14:00:00,2020-03-05,14:00:00
1551,5.0,2020-03-05 15:00:00,2020-03-05,15:00:00
1552,5.0,2020-03-05 16:00:00,2020-03-05,16:00:00
1553,4.0,2020-03-05 17:00:00,2020-03-05,17:00:00
1554,3.0,2020-03-05 18:00:00,2020-03-05,18:00:00
1555,3.0,2020-03-05 19:00:00,2020-03-05,19:00:00
1556,1.0,2020-03-05 20:00:00,2020-03-05,20:00:00
1557,1.0,2020-03-05 21:00:00,2020-03-05,21:00:00
1558,4.0,2020-03-05 22:00:00,2020-03-05,22:00:00
1559,0.0,2020-03-05 23:00:00,2020-03-05,23:00:00
1560,4.0,2020-03-06 00:00:00,2020-03-06,00:00:00
1561,3.0,2020-03-06 01:00:00,2020-03-06,01:00:00
1562,4.0,2020-03-06 02:00:00,2020-03-06,02:00:00
1563,5.0,2020-03-06 03:00:00,2020-03-06,03:00:00
1564,6.0,2020-03-06 04:00:00,2020-03-06,04:00:00
1565,3.0,2020-03-06 05:00:00,2020-03-06,05:00:00
1566,4.0,2020-03-06 06:00:00,2020-03-06,06:00:00
1567,4.0,2020-03-06 07:00:00,2020-03-06,07:00:00
1568,5.0,2020-03-06 08:00:00,2020-03-06,08:00:00
1569,3.0,2020-03-06 09:00:00,2020-03-06,09:00:00
1570,3.0,2020-03-06 10:00:00,2020-03-06,10:00:00
1571,6.0,2020-03-06 11:00:00,2020-03-06,11:00:00
1572,6.0,2020-03-06 12:00:00,2020-03-06,12:00:00
1573,2.0,2020-03-06 13:00:00,2020-03-06,13:00:00
1574,3.0,2020-03-06 14:00:00,2020-03-06,14:00:00
1575,5.0,2020-03-06 15:00:00,2020-03-06,15:00:00
1576,5.0,2020-03-06 16:00:00,2020-03-06,16:00:00
1577,4.0,2020-03-06 17:00:00,2020-03-06,17:00:00
1578,2.0,2020-03-06 18:00:00,2020-03-06,18:00:00
1579,3.0,2020-03-06 19:00:00,2020-03-06,19:00:00
1580,4.0,2020-03-06 20:00:00,2020-03-06,20:00:00
1581,3.0,2020-03-06 21:00:00,2020-03-06,21:00:00
1582,2.0,2020-03-06 22:00:00,2020-03-06,22:00:00
1583,2.0,2020-03-06 23:00:00,2020-03-06,23:00:00
1584,5.0,2020-03-07 00:00:00,2020-03-07,00:00:00
1585,4.0,2020-03-07 01:00:00,2020-03-07,01:00:00
1586,4.0,2020-03-07 02:00:00,2020-03-07,02:00:00
1587,2.0,2020-03-07 03:00:00,2020-03-07,03:00:00
1588,4.0,2020-03-07 04:00:00,2020-03-07,04:00:00
1589,0.0,2020-03-07 05:00:00,2020-03-07,05:00:00
1590,2.0,2020-03-07 06:00:00,2020-03-07,06:00:00
1591,1.0,2020-03-07 07:00:00,2020-03-07,07:00:00
1592,2.0,2020-03-07 08:00:00,2020-03-07,08:00:00
1593,2.0,2020-03-07 09:00:00,2020-03-07,09:00:00
1594,1.0,2020-03-07 10:00:00,2020-03-07,10:00:00
1595,2.0,2020-03-07 11:00:00,2020-03-07,11:00:00
1596,5.0,2020-03-07 12:00:00,2020-03-07,12:00:00
1597,4.0,2020-03-07 13:00:00,2020-03-07,13:00:00
1598,2.0,2020-03-07 14:00:00,2020-03-07,14:00:00
1599,2.0,2020-03-07 15:00:00,2020-03-07,15:00:00
1600,3.0,2020-03-07 16:00:00,2020-03-07,16:00:00
1601,2.0,2020-03-07 17:00:00,2020-03-07,17:00:00
1602,2.0,2020-03-07 18:00:00,2020-03-07,18:00:00
1603,1.0,2020-03-07 19:00:00,2020-03-07,19:00:00
1604,1.0,2020-03-07 20:00:00,2020-03-07,20:00:00
1605,5.0,2020-03-07 21:00:00,2020-03-07,21:00:00
1606,6.0,2020-03-07 22:00:00,2020-03-07,22:00:00
1607,3.0,2020-03-07 23:00:00,2020-03-07,23:00:00
1608,3.0,2020-03-08 00:00:00,2020-03-08,00:00:00
1609,3.0,2020-03-08 01:00:00,2020-03-08,01:00:00
1610,1.0,2020-03-08 02:00:00,2020-03-08,02:00:00
1611,1.0,2020-03-08 03:00:00,2020-03-08,03:00:00
1612,3.0,2020-03-08 04:00:00,2020-03-08,04:00:00
1613,2.0,2020-03-08 05:00:00,2020-03-08,05:00:00
1614,2.0,2020-03-08 06:00:00,2020-03-08,06:00:00
1615,4.0,2020-03-08 07:00:00,2020-03-08,07:00:00
1616,2.0,2020-03-08 08:00:00,2020-03-08,08:00:00
1617,5.0,2020-03-08 09:00:00,2020-03-08,09:00:00
1618,2.0,2020-03-08 10:00:00,2020-03-08,10:00:00
1619,0.0,2020-03-08 11:00:00,2020-03-08,11:00:00
1620,3.0,2020-03-08 12:00:00,2020-03-08,12:00:00
1621,3.0,2020-03-08 13:00:00,2020-03-08,13:00:00
1622,2.0,2020-03-08 14:00:00,2020-03-08,14:00:00
1623,7.0,2020-03-08 15:00:00,2020-03-08,15:00:00
1624,3.0,2020-03-08 16:00:00,2020-03-08,16:00:00
1625,2.0,2020-03-08 17:00:00,2020-03-08,17:00:00
1626,0.0,2020-03-08 18:00:00,2020-03-08,18:00:00
1627,3.0,2020-03-08 19:00:00,2020-03-08,19:00:00
1628,6.0,2020-03-08 20:00:00,2020-03-08,20:00:00
1629,3.0,2020-03-08 21:00:00,2020-03-08,21:00:00
1630,2.0,2020-03-08 22:00:00,2020-03-08,22:00:00
1631,4.0,2020-03-08 23:00:00,2020-03-08,23:00:00
1632,3.0,2020-03-09 00:00:00,2020-03-09,00:00:00
1633,0.0,2020-03-09 01:00:00,2020-03-09,01:00:00
1634,6.0,2020-03-09 02:00:00,2020-03-09,02:00:00
1635,3.0,2020-03-09 03:00:00,2020-03-09,03:00:00
1636,2.0,2020-03-09 04:00:00,2020-03-09,04:00:00
1637,1.0,2020-03-09 05:00:00,2020-03-09,05:00:00
1638,1.0,2020-03-09 06:00:00,2020-03-09,06:00:00
1639,4.0,2020-03-09 07:00:00,2020-03-09,07:00:00
1640,2.0,2020-03-09 08:00:00,2020-03-09,08:00:00
1641,1.0,2020-03-09 09:00:00,2020-03-09,09:00:00
1642,2.0,2020-03-09 10:00:00,2020-03-09,10:00:00
1643,6.0,2020-03-09 11:00:00,2020-03-09,11:00:00
1644,1.0,2020-03-09 12:00:00,2020-03-09,12:00:00
1645,2.0,2020-03-09 13:00:00,2020-03-09,13:00:00
1646,0.0,2020-03-09 14:00:00,2020-03-09,14:00:00
1647,0.0,2020-03-09 15:00:00,2020-03-09,15:00:00
1648,7.0,2020-03-09 16:00:00,2020-03-09,16:00:00
1649,4.0,2020-03-09 17:00:00,2020-03-09,17:00:00
1650,5.0,2020-03-09 18:00:00,2020-03-09,18:00:00
1651,5.0,2020-03-09 19:00:00,2020-03-09,19:00:00
1652,3.0,2020-03-09 20:00:00,2020-03-09,20:00:00
1653,4.0,2020-03-09 21:00:00,2020-03-09,21:00:00
1654,1.0,2020-03-09 22:00:00,2020-03-09,22:00:00
1655,0.0,2020-03-09 23:00:00,2020-03-09,23:00:00
1656,2.0,2020-03-10 00:00:00,2020-03-10,00:00:00
1657,3.0,2020-03-10 01:00:00,2020-03-10,01:00:00
1658,1.0,2020-03-10 02:00:00,2020-03-10,02:00:00
1659,3.0,2020-03-10 03:00:00,2020-03-10,03:00:00
1660,4.0,2020-03-10 04:00:00,2020-03-10,04:00:00
1661,3.0,2020-03-10 05:00:00,2020-03-10,05:00:00
1662,4.0,2020-03-10 06:00:00,2020-03-10,06:00:00
1663,3.0,2020-03-10 07:00:00,2020-03-10,07:00:00
1664,1.0,2020-03-10 08:00:00,2020-03-10,08:00:00
1665,3.0,2020-03-10 09:00:00,2020-03-10,09:00:00
1666,5.0,2020-03-10 10:00:00,2020-03-10,10:00:00
1667,4.0,2020-03-10 11:00:00,2020-03-10,11:00:00
1668,2.0,2020-03-10 12:00:00,2020-03-10,12:00:00
1669,4.0,2020-03-10 13:00:00,2020-03-10,13:00:00
1670,5.0,2020-03-10 14:00:00,2020-03-10,14:00:00
1671,1.0,2020-03-10 15:00:00,2020-03-10,15:00:00
1672,2.0,2020-03-10 16:00:00,2020-03-10,16:00:00
1673,7.0,2020-03-10 17:00:00,2020-03-10,17:00:00
1674,1.0,2020-03-10 18:00:00,2020-03-10,18:00:00
1675,4.0,2020-03-10 19:00:00,2020-03-10,19:00:00
1676,0.0,2020-03-10 20:00:00,2020-03-10,20:00:00
1677,3.0,2020-03-10 21:00:00,2020-03-10,21:00:00
1678,0.0,2020-03-10 22:00:00,2020-03-10,22:00:00
1679,5.0,2020-03-10 23:00:00,2020-03-10,23:00:00
1680,4.0,2020-03-11 00:00:00,2020-03-11,00:00:00
1681,6.0,2020-03-11 01:00:00,2020-03-11,01:00:00
1682,1.0,2020-03-11 02:00:00,2020-03-11,02:00:00
1683,4.0,2020-03-11 03:00:00,2020-03-11,03:00:00
1684,1.0,2020-03-11 04:00:00,2020-03-11,04:00:00
1685,5.0,2020-03-11 05:00:00,2020-03-11,05:00:00
1686,5.0,2020-03-11 06:00:00,2020-03-11,06:00:00
1687,4.0,2020-03-11 07:00:00,2020-03-11,07:00:00
1688,2.0,2020-03-11 08:00:00,2020-03-11,08:00:00
1689,2.0,2020-03-11 09:00:00,2020-03-11,09:00:00
1690,4.0,2020-03-11 10:00:00,2020-03-11,10:00:00
1691,0.0,2020-03-11 11:00:00,2020-03-11,11:00:00
1692,1.0,2020-03-11 12:00:00,2020-03-11,12:00:00
1693,5.0,2020-03-11 13:00:00,2020-03-11,13:00:00
1694,7.0,2020-03-11 14:00:00,2020-03-11,14:00:00
1695,10.0,2020-03-11 15:00:00,2020-03-11,15:00:00
1696,2.0,2020-03-11 16:00:00,2020-03-11,16:00:00
1697,2.0,2020-03-11 17:00:00,2020-03-11,17:00:00
1698,0.0,2020-03-11 18:00:00,2020-03-11,18:00:00
1699,6.0,2020-03-11 19:00:00,2020-03-11,19:00:00
1700,1.0,2020-03-11 20:00:00,2020-03-11,20:00:00
1701,2.0,2020-03-11 21:00:00,2020-03-11,21:00:00
1702,1.0,2020-03-11 22:00:00,2020-03-11,22:00:00
1703,1.0,2020-03-11 23:00:00,2020-03-11,23:00:00
1704,0.0,2020-03-12 00:00:00,2020-03-12,00:00:00
1705,1.0,2020-03-12 01:00:00,2020-03-12,01:00:00
1706,2.0,2020-03-12 02:00:00,2020-03-12,02:00:00
1707,1.0,2020-03-12 03:00:00,2020-03-12,03:00:00
1708,2.0,2020-03-12 04:00:00,2020-03-12,04:00:00
1709,6.0,2020-03-12 05:00:00,2020-03-12,05:00:00
1710,2.0,2020-03-12 06:00:00,2020-03-12,06:00:00
1711,2.0,2020-03-12 07:00:00,2020-03-12,07:00:00
1712,2.0,2020-03-12 08:00:00,2020-03-12,08:00:00
1713,8.0,2020-03-12 09:00:00,2020-03-12,09:00:00
1714,3.0,2020-03-12 10:00:00,2020-03-12,10:00:00
1715,3.0,2020-03-12 11:00:00,2020-03-12,11:00:00
1716,2.0,2020-03-12 12:00:00,2020-03-12,12:00:00
1717,5.0,2020-03-12 13:00:00,2020-03-12,13:00:00
1718,4.0,2020-03-12 14:00:00,2020-03-12,14:00:00
1719,5.0,2020-03-12 15:00:00,2020-03-12,15:00:00
1720,4.0,2020-03-12 16:00:00,2020-03-12,16:00:00
1721,3.0,2020-03-12 17:00:00,2020-03-12,17:00:00
1722,5.0,2020-03-12 18:00:00,2020-03-12,18:00:00
1723,4.0,2020-03-12 19:00:00,2020-03-12,19:00:00
1724,1.0,2020-03-12 20:00:00,2020-03-12,20:00:00
1725,0.0,2020-03-12 21:00:00,2020-03-12,21:00:00
1726,2.0,2020-03-12 22:00:00,2020-03-12,22:00:00
1727,1.0,2020-03-12 23:00:00,2020-03-12,23:00:00
1728,4.0,2020-03-13 00:00:00,2020-03-13,00:00:00
1729,1.0,2020-03-13 01:00:00,2020-03-13,01:00:00
1730,5.0,2020-03-13 02:00:00,2020-03-13,02:00:00
1731,3.0,2020-03-13 03:00:00,2020-03-13,03:00:00
1732,3.0,2020-03-13 04:00:00,2020-03-13,04:00:00
1733,7.0,2020-03-13 05:00:00,2020-03-13,05:00:00
1734,0.0,2020-03-13 06:00:00,2020-03-13,06:00:00
1735,3.0,2020-03-13 07:00:00,2020-03-13,07:00:00
1736,5.0,2020-03-13 08:00:00,2020-03-13,08:00:00
1737,2.0,2020-03-13 09:00:00,2020-03-13,09:00:00
1738,3.0,2020-03-13 10:00:00,2020-03-13,10:00:00
1739,1.0,2020-03-13 11:00:00,2020-03-13,11:00:00
1740,3.0,2020-03-13 12:00:00,2020-03-13,12:00:00
1741,2.0,2020-03-13 13:00:00,2020-03-13,13:00:00
1742,1.0,2020-03-13 14:00:00,2020-03-13,14:00:00
1743,2.0,2020-03-13 15:00:00,2020-03-13,15:00:00
1744,6.0,2020-03-13 16:00:00,2020-03-13,16:00:00
1745,1.0,2020-03-13 17:00:00,2020-03-13,17:00:00
1746,2.0,2020-03-13 18:00:00,2020-03-13,18:00:00
1747,3.0,2020-03-13 19:00:00,2020-03-13,19:00:00
1748,3.0,2020-03-13 20:00:00,2020-03-13,20:00:00
1749,1.0,2020-03-13 21:00:00,2020-03-13,21:00:00
1750,4.0,2020-03-13 22:00:00,2020-03-13,22:00:00
